EOG_quintile,percent_EDS,parent_unemployed,county_poc,median_inc_county
3,65.4,8.3,21.6,53419
3,65.4,18.7,61.2,38430
4,65.4,4,39.1,80169
3,65.4,7.9,37.6,51225
4,65.4,8.6,56.6,59329
2,65.4,6.1,8,50826
2,65.4,12.5,17.6,44946
2,65.4,15.4,10.9,41701
4,65.3,14.5,63.4,38818
3,65.3,11,46,41572
4,65.3,11.8,60.4,40263
3,65.3,15.2,26.7,41869
3,65.3,12.5,55.3,38023
4,65.3,8,49.3,52166
3,65.3,10.7,27,52798
3,65.2,12,33.8,46411
3,65.2,11,46,41572
2,65.2,20.3,40.1,36862
3,65.2,8.6,56.6,59329
3,65.2,8,49.3,52166
3,65.2,3.4,34.2,69297
2,65.2,10.6,26.3,42728
3,65.1,12,33.8,46411
3,65.1,7.3,31.8,60296
3,65.1,4.9,15,60801
4,65,18.7,61.2,38430
3,65,10.2,41.4,58956
3,65,4,39.1,80169
4,65,8.6,56.6,59329
3,65,8.6,35.8,50480
3,65,9.9,20.3,48372
4,64.9,10.8,52.8,43591
5,64.9,14.5,63.4,38818
3,64.9,10.5,56,46779
3,64.9,10.5,56,46779
3,64.9,7.1,23.7,53738
3,64.8,5.8,44.9,43303
4,64.8,13.1,47.5,43569
3,64.8,15.4,61.5,36760
3,64.8,14.3,48.2,42725
3,64.8,6.4,21.8,59471
3,64.7,4.9,52.7,64509
4,64.7,4.9,52.7,64509
3,64.7,7.6,33.1,50748
3,64.7,6.2,37.1,43302
3,64.7,14.8,59.5,47892
2,64.7,7.6,11.9,43328
3,64.7,10.6,26.3,42728
1,64.6,7.4,12.3,55052
2,64.6,5.4,66.5,38216
2,64.6,10.3,17,60163
3,64.6,7.6,50,50122
3,64.6,8.6,56.6,59329
3,64.6,9.9,20.3,48372
3,64.6,8.7,19.3,47758
2,64.6,13.5,15.8,46342
2,64.5,7.4,12.3,55052
4,64.5,21.7,60.7,37233
3,64.5,5.7,41.3,48984
3,64.5,9.5,42.7,50112
2,64.5,12.5,17.6,44946
3,64.5,12.5,17.6,44946
3,64.4,8,49.3,52166
2,64.4,8.7,19.3,47758
3,64.3,7.9,37.6,51225
4,64.3,9.5,42.7,50112
3,64.3,10.7,27,52798
2,64.3,5.6,15.9,54012
5,64.2,15.4,61.5,36760
3,64.2,20.7,55.8,36730
4,64.2,6,23.3,60044
3,64.2,7.1,23.7,53738
3,64.2,8.9,11.8,43972
2,64.2,8.3,6.2,42878
3,64.1,4,39.1,80169
3,64.1,7.9,37.6,51225
3,64.1,13.5,15.8,46342
3,64.1,10.5,17.9,44502
3,64,10.5,56,46779
4,64,8,49.3,52166
2,64,13.9,15.2,49070
3,64,11.6,16,42831
2,64,16.5,36.7,43121
3,63.9,16.1,64.9,35433
4,63.9,7.6,50,50122
3,63.9,12.7,38.1,45517
3,63.9,8,49.3,52166
3,63.9,15.2,26.7,41869
3,63.9,6.7,15.3,53960
3,63.9,6.9,13,39502
5,63.8,21.7,60.7,37233
3,63.8,4,39.1,80169
4,63.8,8,49.3,52166
3,63.8,8,49.3,52166
4,63.8,10.1,27.4,46864
2,63.8,6.8,12.4,44080
4,63.7,5.4,66.5,38216
5,63.7,15.4,61.5,36760
2,63.7,4.9,52.7,64509
3,63.6,8.6,32.3,50531
3,63.6,8.7,19.3,47758
3,63.6,8.7,19.3,47758
4,63.6,10.7,27,52798
3,63.6,11.1,10.4,46426
4,63.5,12.8,55.2,36042
3,63.5,8.6,32.3,50531
3,63.5,4,39.1,80169
2,63.5,10.5,56,46779
3,63.5,8,49.3,52166
3,63.5,9.5,42.7,50112
4,63.5,4.9,52.7,64509
3,63.4,4,39.1,80169
3,63.4,20.3,40.1,36862
5,63.4,15.2,26.7,41869
4,63.4,8,49.3,52166
2,63.4,8.7,19.3,47758
2,63.4,3.6,27.4,80428
2,63.4,4.9,52.7,64509
2,63.4,5.5,7.1,41864
3,63.3,12.7,52.5,44015
3,63.3,7.9,37.6,51225
2,63.3,13.9,15.2,49070
2,63.3,4.9,52.7,64509
3,63.2,12,33.8,46411
4,63.2,18.7,61.2,38430
2,63.2,7.1,49,42807
4,63.2,7.3,31.8,60296
3,63.2,8.6,35.8,50480
4,63.2,10.7,27,52798
4,63.1,12.8,55.2,36042
4,63.1,10.5,56,46779
4,63.1,9.5,42.7,50112
4,63.1,4.9,52.7,64509
1,63,8.3,21.6,53419
3,63,7.3,31.8,60296
3,63,4.9,52.7,64509
2,63,9.7,8.7,51398
3,62.9,10.3,17,60163
3,62.9,9.2,35.7,57710
4,62.9,9.4,33.2,50149
3,62.9,9.9,20.3,48372
3,62.8,15.4,61.5,36760
3,62.8,10.5,56,46779
3,62.8,15.2,26.7,41869
3,62.8,9.9,20.3,48372
4,62.8,3.6,27.4,80428
3,62.8,13.9,15.2,49070
3,62.7,13.9,15.2,49070
3,62.7,6,23.3,60044
4,62.6,9.9,20.3,48372
3,62.6,8,49.3,52166
4,62.5,6,23.3,60044
3,62.4,4,18.6,51491
4,62.4,10.1,27.4,46864
2,62.4,3.6,27.4,80428
2,62.4,5.6,15.9,54012
3,62.3,11,46,41572
3,62.3,8.6,35.8,50480
3,62.2,8.3,21.6,53419
2,62.2,6,23.3,60044
2,62.2,7.6,11.9,43328
2,62.2,9.7,8.7,51398
3,62.1,8.6,32.3,50531
4,62,5.8,44.9,43303
1,62,19.3,74.2,35407
3,62,10.5,56,46779
3,62,8,49.3,52166
2,62,9.9,20.3,48372
3,62,11.1,10.4,46426
2,61.9,8.3,21.6,53419
3,61.9,10.3,17,60163
2,61.9,7.1,49,42807
3,61.9,7.6,11.9,43328
2,61.9,7.6,11.9,43328
2,61.8,7.1,49,42807
3,61.8,4,18.6,51491
3,61.8,7.6,11.9,43328
3,61.8,6.7,15.3,53960
3,61.7,8.6,56.6,59329
4,61.7,4.9,52.7,64509
2,61.6,9.9,20.3,48372
4,61.6,10.1,27.4,46864
4,61.5,15.4,61.5,36760
3,61.5,3.3,29.4,71920
3,61.5,7.7,7.3,44756
3,61.4,8.6,32.3,50531
3,61.4,4,39.1,80169
1,61.4,10.5,56,46779
2,61.4,6.1,8,50826
2,61.3,13.4,35.4,51746
3,61.3,5.8,44.9,43303
3,61.3,11.3,50.3,40433
2,61.3,19.3,74.2,35407
3,61.3,8.7,19.3,47758
2,61.3,6.1,8,50826
3,61.2,11.3,50.3,40433
3,61.2,14.5,63.4,38818
4,61.2,14.5,63.4,38818
3,61.2,15.4,61.5,36760
1,61.2,7.1,49,42807
3,61.2,6.4,21.8,59471
2,61.1,12.7,52.5,44015
4,61.1,7.3,31.8,60296
2,61,6.1,8,50826
4,61,9.5,42.7,50112
3,61,5.3,12.5,49138
3,60.9,4,39.1,80169
4,60.9,8.6,35.8,50480
4,60.9,8,49.3,52166
3,60.9,8.7,19.3,47758
4,60.9,4.9,52.7,64509
3,60.9,10.7,27,52798
3,60.8,12,33.8,46411
3,60.8,4,39.1,80169
3,60.8,4.9,15,60801
2,60.8,13.5,15.8,46342
2,60.8,8.8,7.6,41262
4,60.7,11.3,50.3,40433
2,60.7,6.1,8,50826
1,60.7,13.5,15.8,46342
3,60.7,4.9,52.7,64509
3,60.7,10.7,27,52798
2,60.6,7.4,12.3,55052
3,60.6,9.5,42.7,50112
3,60.6,10.1,27.4,46864
3,60.6,6,23.3,60044
2,60.5,14.3,48.2,42725
4,60.5,8.6,35.8,50480
3,60.5,8,49.3,52166
3,60.5,7.4,14.1,62963
2,60.5,5.5,7.1,41864
3,60.4,11.6,25,46447
3,60.4,7.3,31.8,60296
3,60.4,4,39.1,80169
3,60.4,12.5,17.6,44946
3,60.3,14.5,63.4,38818
3,60.3,4,39.1,80169
3,60.3,4,39.1,80169
3,60.3,10.5,56,46779
4,60.3,8,49.3,52166
2,60.3,5.3,12.5,49138
3,60.3,10.7,27,52798
3,60.2,4,39.1,80169
3,60.2,4,39.1,80169
3,60.2,15.2,26.7,41869
3,60.2,8,49.3,52166
4,60.2,8.7,19.3,47758
4,60.2,10.7,27,52798
2,60.2,7.6,11.9,43328
3,60.1,14.8,59.5,47892
3,60.1,9.9,20.3,48372
3,60.1,4.9,52.7,64509
2,60.1,5.5,7.1,41864
3,60.1,6.7,15.3,53960
5,60,10.1,27.4,46864
3,60,7.3,31.8,60296
2,60,9.9,20.3,48372
3,60,3.6,27.4,80428
3,60,13.5,15.8,46342
3,60,4.9,52.7,64509
4,60,6,23.3,60044
2,60,12.5,17.6,44946
5,60,15.4,10.9,41701
4,59.9,8.6,56.6,59329
3,59.9,8,49.3,52166
3,59.9,7.4,14.1,62963
2,59.9,10.6,26.3,42728
2,59.9,8.9,11.8,43972
3,59.9,6.7,15.3,53960
2,59.8,7.4,12.3,55052
2,59.8,5.8,44.9,43303
3,59.8,5.8,44.9,43303
3,59.8,14.3,48.2,42725
3,59.8,4,39.1,80169
3,59.8,8.6,56.6,59329
2,59.8,6,23.3,60044
3,59.8,6.8,12.4,44080
3,59.7,10.1,27,48337
3,59.7,18.7,61.2,38430
4,59.7,8,49.3,52166
3,59.7,7.1,23.7,53738
3,59.7,6.7,15.3,53960
3,59.7,10.5,17.9,44502
2,59.6,7.4,12.3,55052
1,59.6,10.3,17,60163
4,59.6,8.6,56.6,59329
3,59.6,8.6,35.8,50480
3,59.6,6.6,7.4,48489
3,59.6,6.7,7.5,43967
3,59.5,9.9,39.3,40653
2,59.5,10.5,56,46779
4,59.5,8,49.3,52166
3,59.5,15.2,26.7,41869
4,59.5,8,49.3,52166
2,59.4,15.4,61.5,36760
3,59.4,14.8,59.5,47892
2,59.4,10.7,27,52798
4,59.4,10.6,26.3,42728
2,59.4,10.6,26.3,42728
3,59.3,7.9,37.6,51225
3,59.3,9.5,42.7,50112
3,59.3,13.8,6.7,47183
3,59.2,5.8,44.9,43303
4,59.2,7.3,31.8,60296
3,59.2,7.9,37.6,51225
2,59.2,6,23.3,60044
3,59.2,7.1,23.7,53738
2,59.2,6.7,7.5,43967
2,59.2,6.7,15.3,53960
3,59.1,7.3,31.8,60296
3,59.1,10.5,56,46779
2,59.1,5.7,27.3,73703
2,59.1,13.5,15.8,46342
2,59.1,7.1,23.7,53738
3,59,10.5,56,46779
3,59,11,36.3,47757
3,59,6.7,7.5,43967
2,59,13.8,6.7,47183
3,58.9,8.6,32.3,50531
4,58.9,4,39.1,80169
3,58.9,8,49.3,52166
2,58.9,13.5,15.8,46342
2,58.9,6.7,15.3,53960
2,58.8,9.2,35.7,57710
3,58.8,7.9,37.6,51225
3,58.8,8.6,56.6,59329
2,58.7,7.1,49,42807
3,58.7,15.2,26.7,41869
3,58.7,9.5,42.7,50112
3,58.7,10.1,27.4,46864
3,58.7,10.1,27.4,46864
3,58.7,4.9,52.7,64509
3,58.6,11.6,25,46447
4,58.6,8,49.3,52166
2,58.6,4.9,52.7,64509
1,58.6,7.7,7.3,44756
4,58.5,7.6,50,50122
3,58.5,8,49.3,52166
3,58.5,15.4,10.9,41701
3,58.4,11.8,60.4,40263
3,58.4,7.9,37.6,51225
3,58.4,10.6,26.3,42728
2,58.3,7.4,12.3,55052
2,58.3,7.1,49,42807
4,58.3,8.6,56.6,59329
3,58.3,8.6,56.6,59329
3,58.3,7.9,37.6,51225
2,58.3,11.1,10.4,46426
4,58.2,4,39.1,80169
3,58.2,7.6,33.1,50748
3,58.2,16.1,64.9,35433
3,58.2,13.1,47.5,43569
4,58.2,5.4,66.5,38216
3,58.2,8,49.3,52166
2,58.2,13.5,15.8,46342
3,58.2,4.9,52.7,64509
2,58.2,7.6,11.9,43328
2,58.2,12.5,17.6,44946
2,58.2,7.7,7.3,44756
3,58.2,6.7,15.3,53960
4,58.1,8.6,56.6,59329
2,58.1,3.4,34.2,69297
2,58.1,12.5,17.6,44946
2,58.1,16.5,36.7,43121
3,58,12,33.8,46411
3,58,8,49.3,52166
3,57.9,5.8,44.9,43303
3,57.9,11,46,41572
3,57.8,10.5,56,46779
3,57.8,8,49.3,52166
3,57.8,8,49.3,52166
3,57.8,10.1,27.4,46864
3,57.8,7.1,23.7,53738
3,57.8,10.7,27,52798
2,57.7,7.6,33.1,50748
4,57.7,11.8,60.4,40263
3,57.7,6.4,21.8,59471
3,57.7,8.7,19.3,47758
3,57.7,4.9,52.7,64509
2,57.6,11,46,41572
3,57.6,9.4,33.2,50149
4,57.6,8.6,35.8,50480
3,57.5,7.9,37.6,51225
3,57.5,7.6,11.9,43328
4,57.4,15.4,61.5,36760
3,57.4,11.8,60.4,40263
3,57.4,8.6,56.6,59329
2,57.4,12.7,38.1,45517
3,57.3,10.3,17,60163
3,57.3,10.5,56,46779
3,57.3,8.6,56.6,59329
2,57.3,6.4,21.8,59471
3,57.3,9.9,20.3,48372
2,57.3,8,49.3,52166
3,57.3,8.7,19.3,47758
4,57.3,4.9,52.7,64509
2,57.3,6.7,15.3,53960
3,57.2,11,46,41572
3,57.2,10.1,27.4,46864
2,57.2,13.8,6.7,47183
4,57.1,8.1,44.7,46355
3,57.1,15.2,26.7,41869
4,57.1,3.4,34.2,69297
3,57,4.9,52.7,64509
3,57,7.6,50,50122
2,56.9,8.1,44.7,46355
3,56.9,8.3,21.6,53419
3,56.9,7.3,31.8,60296
3,56.9,10.5,56,46779
4,56.9,10.1,27.4,46864
4,56.9,4.9,52.7,64509
2,56.8,8,49.3,52166
4,56.8,4,18.6,51491
1,56.7,10.8,52.8,43591
4,56.7,16.1,64.9,35433
3,56.7,6.4,21.8,59471
4,56.7,8.7,19.3,47758
3,56.7,4.9,52.7,64509
1,56.6,5.8,44.9,43303
3,56.6,12,33.8,46411
3,56.6,14.3,48.2,42725
3,56.6,4,18.6,51491
3,56.6,10.1,27.4,46864
1,56.6,7.8,5.1,44693
3,56.5,5.8,44.9,43303
3,56.5,9.2,35.7,57710
3,56.5,9.9,20.3,48372
2,56.5,6.6,7.4,48489
3,56.4,9.5,42.7,50112
3,56.3,8.6,32.3,50531
4,56.3,8.6,56.6,59329
1,56.3,8.6,56.6,59329
3,56.3,8.7,19.3,47758
2,56.3,4.9,52.7,64509
4,56.3,6.7,15.3,53960
2,56.2,8.1,44.7,46355
2,56.2,8.6,32.3,50531
3,56.2,5.8,44.9,43303
1,56.2,5.7,41.3,48984
3,56.2,5.7,41.3,48984
4,56.2,4.9,52.7,64509
2,56.1,9.9,20.3,48372
2,56.1,4,18.6,51491
3,56,8.6,32.3,50531
1,56,10.5,56,46779
3,56,4,39.1,80169
3,56,4.9,15,60801
3,56,3.6,27.4,80428
4,56,4.9,52.7,64509
3,56,8.9,11.8,43972
3,55.9,7.6,50,50122
2,55.9,10.5,56,46779
3,55.9,8.6,35.8,50480
4,55.9,8.6,35.8,50480
2,55.9,9.9,20.3,48372
3,55.8,10.5,56,46779
4,55.8,4.9,52.7,64509
2,55.8,10.6,26.3,42728
2,55.8,10.6,26.3,42728
2,55.7,8.3,21.6,53419
4,55.7,7.6,50,50122
1,55.7,11,46,41572
3,55.7,4,39.1,80169
3,55.7,6.4,21.8,59471
3,55.7,8,49.3,52166
3,55.7,9.9,20.3,48372
4,55.7,4.9,52.7,64509
2,55.7,15.4,10.9,41701
3,55.6,10.1,27,48337
3,55.6,5.8,44.9,43303
2,55.6,10.3,17,60163
3,55.6,6.1,8,50826
4,55.5,14.5,63.4,38818
2,55.5,10.3,17,60163
3,55.5,10.7,27,52798
2,55.5,10.5,17.9,44502
3,55.4,10.1,27.4,46864
3,55.4,8.6,32.3,50531
1,55.4,11.3,50.3,40433
3,55.4,14.5,63.4,38818
3,55.4,7.6,50,50122
3,55.4,6.1,8,50826
2,55.4,5.5,7.1,41864
2,55.4,7.7,7.3,44756
3,55.3,11.3,50.3,40433
3,55.3,10.5,56,46779
4,55.3,8.6,35.8,50480
2,55.3,8.7,19.3,47758
3,55.3,4.9,52.7,64509
3,55.3,8.3,6.2,42878
4,55.2,5.4,66.5,38216
2,55.2,15.2,26.7,41869
4,55.2,12.5,55.3,38023
2,55.1,10.2,41.4,58956
3,55.1,10.2,41.4,58956
3,55.1,10.5,56,46779
4,55.1,12.7,38.1,45517
3,55.1,15.2,26.7,41869
3,55.1,8.7,19.3,47758
2,55.1,4.9,52.7,64509
3,55.1,6.7,15.3,53960
2,55,8.3,21.6,53419
3,55,8,49.3,52166
3,55,8,49.3,52166
3,55,10.7,27,52798
3,55,10.7,27,52798
2,55,11.1,10.4,46426
3,54.9,8.6,56.6,59329
2,54.9,10.5,56,46779
3,54.9,8,49.3,52166
3,54.9,10.7,27,52798
2,54.9,10.6,26.3,42728
3,54.9,8.9,11.8,43972
2,54.9,6.7,15.3,53960
3,54.9,6.7,15.3,53960
3,54.8,4,39.1,80169
2,54.8,13.9,15.2,49070
3,54.8,4.9,52.7,64509
3,54.7,11.6,25,46447
3,54.7,11,46,41572
2,54.7,10.5,56,46779
2,54.7,8.7,19.3,47758
2,54.7,3.6,27.4,80428
3,54.6,8.3,21.6,53419
3,54.6,15.2,26.7,41869
3,54.6,15.2,26.7,41869
2,54.6,7.1,23.7,53738
3,54.5,8.9,11.8,43972
3,54.5,4,39.1,80169
3,54.5,8,49.3,52166
3,54.5,3.4,34.2,69297
3,54.5,7.4,14.1,62963
2,54.4,14.3,48.2,42725
1,54.4,7.1,49,42807
3,54.4,9.4,33.2,50149
3,54.4,9.9,20.3,48372
2,54.4,6,23.3,60044
4,54.3,13.1,47.5,43569
2,54.3,7.6,50,50122
2,54.3,5.7,27.3,73703
1,54.3,13.9,15.2,49070
3,54.3,12.5,17.6,44946
3,54.2,7.1,49,42807
3,54.2,8.6,56.6,59329
3,54.2,10.5,56,46779
3,54.2,9.5,42.7,50112
2,54.2,10.6,26.3,42728
3,54.2,6.6,7.4,48489
3,54.1,8.1,44.7,46355
2,54.1,7.6,33.1,50748
2,54.1,5.8,44.9,43303
3,54.1,8.6,32.3,50531
2,54.1,8,49.3,52166
2,54.1,10.1,27.4,46864
3,54,7.6,33.1,50748
4,53.9,8.1,44.7,46355
2,53.9,8.1,44.7,46355
3,53.9,8.6,32.3,50531
3,53.9,4.9,52.7,64509
2,53.9,4.9,52.7,64509
2,53.9,11.1,10.4,46426
2,53.8,7.6,33.1,50748
3,53.8,11,46,41572
2,53.8,15.2,26.7,41869
3,53.8,8,49.3,52166
3,53.8,8.7,19.3,47758
3,53.8,9.5,42.7,50112
3,53.8,8.7,19.3,47758
3,53.8,4.9,52.7,64509
3,53.8,7.1,23.7,53738
3,53.7,5.8,44.9,43303
2,53.7,10.5,56,46779
2,53.7,14.8,59.5,47892
3,53.7,10.7,27,52798
3,53.7,7.1,23.7,53738
3,53.7,7.1,23.7,53738
2,53.7,5.6,15.9,54012
1,53.6,8.6,56.6,59329
3,53.6,11,36.3,47757
5,53.6,10.1,27.4,46864
3,53.6,5.3,12.5,49138
2,53.6,7.6,11.9,43328
3,53.6,7.8,5.1,44693
3,53.5,12.8,55.2,36042
3,53.5,8.6,32.3,50531
3,53.5,4,39.1,80169
2,53.5,8.6,35.8,50480
1,53.5,8,49.3,52166
3,53.5,8,49.3,52166
3,53.5,3.6,27.4,80428
4,53.5,10.1,27.4,46864
3,53.5,4.9,52.7,64509
2,53.5,7.1,23.7,53738
2,53.5,10.6,26.3,42728
3,53.5,9.7,8.7,51398
3,53.4,5.8,44.9,43303
3,53.4,7.6,50,50122
3,53.4,11,46,41572
2,53.4,3.4,34.2,69297
2,53.3,3.4,34.2,69297
3,53.3,9.7,8.7,51398
3,53.2,18.7,61.2,38430
3,53.2,8.6,56.6,59329
3,53.2,6.1,8,50826
4,53.2,10.1,27.4,46864
3,53.2,3.6,27.4,80428
2,53.2,7.4,14.1,62963
2,53.2,15.4,10.9,41701
1,53.1,12,33.8,46411
2,53.1,8.6,32.3,50531
3,53.1,9.2,35.7,57710
1,53.1,10.5,56,46779
3,53.1,8.6,35.8,50480
3,53.1,4.9,52.7,64509
4,53,8.1,44.7,46355
3,53,8.6,32.3,50531
3,53,6.7,15.3,53960
3,52.9,9.2,35.7,57710
2,52.9,8.9,11.8,43972
3,52.9,8.9,11.8,43972
