EOG_quintile,percent_EDS,parent_unemployed,county_poc,median_inc_county
3,52.8,15.4,61.5,36760
3,52.8,4.9,52.7,64509
2,52.7,4.9,52.7,64509
3,52.7,13.9,15.2,49070
2,52.7,7.7,7.3,44756
5,52.6,5.8,44.9,43303
4,52.6,4.9,52.7,64509
3,52.6,10.6,26.3,42728
2,52.5,8.1,44.7,46355
3,52.5,14,39.5,42618
4,52.5,13.1,47.5,43569
3,52.5,7.9,37.6,51225
2,52.5,14.8,59.5,47892
2,52.5,9.9,20.3,48372
3,52.5,8,49.3,52166
2,52.5,13.5,15.8,46342
3,52.5,3.4,34.2,69297
5,52.5,4.9,52.7,64509
2,52.5,4.9,52.7,64509
2,52.5,15.4,10.9,41701
3,52.5,6.9,13,39502
3,52.4,5.6,11.4,64768
3,52.4,10.1,27,48337
3,52.4,13.4,35.4,51746
2,52.4,8.3,21.6,53419
3,52.4,7.6,50,50122
3,52.4,8.6,35.8,50480
3,52.4,4,18.6,51491
4,52.4,9.5,42.7,50112
2,52.4,4.9,52.7,64509
3,52.4,4.9,52.7,64509
3,52.3,8.1,44.7,46355
3,52.3,11,46,41572
3,52.3,3.3,29.4,71920
2,52.3,8,49.3,52166
2,52.3,7.4,14.1,62963
3,52.2,4,39.1,80169
2,52.2,9.5,42.7,50112
2,52.2,6.8,12.4,44080
2,52.2,10.6,26.3,42728
2,52.2,12.5,17.6,44946
2,52.1,7.4,12.3,55052
3,52.1,3.3,29.4,71920
4,52.1,15.2,26.7,41869
2,52,10.5,56,46779
3,52,8.6,35.8,50480
3,52,8.7,19.3,47758
3,51.9,7.3,31.8,60296
3,51.9,7.9,37.6,51225
3,51.9,13,12.9,39735
3,51.8,13.4,35.4,51746
3,51.8,9.5,42.7,50112
4,51.8,9.5,42.7,50112
3,51.8,9.5,42.7,50112
2,51.8,13.9,15.2,49070
3,51.8,13.5,15.8,46342
2,51.8,12.5,17.6,44946
2,51.8,4.2,11.6,50467
2,51.8,13.8,6.7,47183
3,51.7,12.7,52.5,44015
4,51.7,4.9,52.7,64509
2,51.7,10.6,26.3,42728
3,51.7,6.7,7.5,43967
2,51.7,13.8,6.7,47183
3,51.6,10.3,17,60163
2,51.6,10.5,56,46779
3,51.6,10.1,27.4,46864
2,51.6,10.1,27.4,46864
3,51.6,4.9,52.7,64509
3,51.6,10.7,27,52798
3,51.6,15.4,10.9,41701
3,51.5,8,49.3,52166
2,51.5,7.1,23.7,53738
3,51.5,5.5,7.1,41864
3,51.4,8.6,32.3,50531
3,51.4,15.4,61.5,36760
3,51.4,11.3,50.3,40433
4,51.4,7.6,50,50122
3,51.4,8.6,56.6,59329
4,51.4,8.6,56.6,59329
3,51.4,4,18.6,51491
3,51.4,4.9,52.7,64509
4,51.3,4,39.1,80169
3,51.3,9.5,42.7,50112
2,51.3,9.5,42.7,50112
3,51.3,3.4,34.2,69297
3,51.3,4.9,52.7,64509
3,51.2,11,46,41572
3,51.2,10.7,27,52798
3,51.1,7.6,33.1,50748
2,51.1,6.1,8,50826
3,51.1,10.1,27.4,46864
3,51.1,3.6,27.4,80428
3,51.1,4.9,52.7,64509
3,51,8.6,32.3,50531
3,51,12.7,52.5,44015
1,51,10.5,56,46779
2,50.9,10.5,56,46779
3,50.9,6.4,21.8,59471
3,50.9,8,49.3,52166
3,50.9,6.1,8,50826
4,50.9,10.1,27.4,46864
3,50.8,4,39.1,80169
3,50.8,8.6,56.6,59329
3,50.8,7.6,11.9,43328
2,50.7,11,46,41572
2,50.7,10.5,56,46779
3,50.7,8.6,56.6,59329
3,50.7,10.5,56,46779
3,50.7,12.7,38.1,45517
4,50.7,12.5,55.3,38023
3,50.7,8.7,19.3,47758
3,50.7,3.4,34.2,69297
3,50.7,4.9,52.7,64509
2,50.7,10.7,27,52798
2,50.6,7.6,33.1,50748
2,50.6,10.5,56,46779
3,50.5,8.6,32.3,50531
2,50.5,4,18.6,51491
4,50.5,3.4,34.2,69297
4,50.5,4.9,52.7,64509
3,50.5,4.9,52.7,64509
3,50.5,10.7,27,52798
2,50.4,7.1,23.7,53738
2,50.4,12.5,17.6,44946
3,50.3,7.6,50,50122
3,50.3,4,39.1,80169
3,50.3,9.4,33.2,50149
3,50.3,9.9,20.3,48372
4,50.3,8.7,19.3,47758
3,50.3,9.5,42.7,50112
3,50.3,4.9,52.7,64509
4,50.2,12,33.8,46411
3,50.2,4,39.1,80169
2,50.2,4,39.1,80169
3,50.1,14.5,63.4,38818
3,50.1,7.9,37.6,51225
3,50.1,3.4,34.2,69297
3,50.1,4.9,52.7,64509
2,50.1,7.1,23.7,53738
2,50.1,7.1,23.7,53738
3,50.1,6.7,15.3,53960
3,50,10.5,56,46779
3,50,9.9,20.3,48372
3,50,7.1,23.7,53738
2,50,10.6,26.3,42728
1,50,15.4,10.9,41701
3,49.9,5.8,44.9,43303
4,49.9,7.3,31.8,60296
3,49.9,8,49.3,52166
2,49.9,4.9,15,60801
3,49.9,3.4,34.2,69297
2,49.9,4.9,52.7,64509
3,49.9,4.9,52.7,64509
2,49.9,6.7,15.3,53960
2,49.8,8.3,21.6,53419
2,49.8,8.3,21.6,53419
3,49.8,7.6,50,50122
2,49.8,10.5,56,46779
3,49.8,8.6,35.8,50480
2,49.8,8,49.3,52166
4,49.8,10.1,27.4,46864
3,49.7,4,39.1,80169
4,49.7,4.9,52.7,64509
2,49.7,7.1,23.7,53738
2,49.7,13,12.9,39735
2,49.7,13.8,6.7,47183
2,49.6,7.4,12.3,55052
4,49.6,4.9,52.7,64509
2,49.6,7.8,5.1,44693
2,49.5,10.5,56,46779
2,49.5,4,18.6,51491
3,49.5,10.7,27,52798
3,49.5,10.7,27,52798
2,49.4,5.6,11.4,64768
3,49.4,6,23.3,60044
2,49.4,4.9,52.7,64509
3,49.4,5.6,15.9,54012
3,49.3,7.6,50,50122
1,49.3,6.7,23.9,54900
4,49.3,7.3,31.8,60296
2,49.3,10.5,56,46779
3,49.3,9.5,42.7,50112
3,49.3,4.9,52.7,64509
3,49.3,10.6,26.3,42728
3,49.2,7.9,37.6,51225
3,49.2,3.4,34.2,69297
3,49.2,10.7,27,52798
3,49.2,10.7,27,52798
3,49.2,8.8,7.6,41262
2,49.1,2.8,11.5,64426
3,49.1,4.9,52.7,64509
2,49.1,6,23.3,60044
3,49,13.4,35.4,51746
2,49,3.4,34.2,69297
2,48.9,5.8,44.9,43303
4,48.9,14.5,63.4,38818
3,48.9,11,46,41572
1,48.9,8,49.3,52166
1,48.9,11,36.3,47757
3,48.9,6.1,8,50826
3,48.9,4.9,52.7,64509
2,48.9,12.5,17.6,44946
1,48.9,7.8,5.1,44693
2,48.9,13.8,6.7,47183
2,48.8,4,39.1,80169
3,48.8,11.6,25,46447
2,48.8,9.7,8.7,51398
2,48.7,8,49.3,52166
1,48.6,8.3,21.6,53419
4,48.6,3.4,34.2,69297
2,48.6,4.9,52.7,64509
3,48.6,4.9,52.7,64509
2,48.6,6.6,7.4,48489
2,48.6,6.7,15.3,53960
4,48.5,7.6,50,50122
4,48.5,4,39.1,80169
3,48.5,4.9,52.7,64509
3,48.5,4.9,52.7,64509
4,48.5,4.9,52.7,64509
2,48.5,6,23.3,60044
2,48.5,11.6,16,42831
3,48.5,16.5,36.7,43121
2,48.4,4,39.1,80169
3,48.4,4,39.1,80169
2,48.4,8.9,11.8,43972
3,48.3,8.7,19.3,47758
2,48.3,6.8,12.4,44080
2,48.3,13.8,6.7,47183
2,48.2,9.4,33.2,50149
3,48.2,12.7,38.1,45517
2,48.2,9.5,42.7,50112
2,48.2,13.5,15.8,46342
2,48.2,6.8,12.4,44080
3,48.2,7.6,11.9,43328
3,48.2,6.7,15.3,53960
3,48.2,8.8,7.6,41262
2,48.1,8.6,32.3,50531
3,48.1,8,49.3,52166
3,48.1,4.9,52.7,64509
3,48.1,6,23.3,60044
3,48.1,10.7,27,52798
2,48.1,5.6,15.9,54012
2,48,8.3,21.6,53419
2,48,10.5,56,46779
3,48,4,18.6,51491
3,48,9.5,42.7,50112
2,48,10.6,26.3,42728
3,48,7.8,5.1,44693
3,47.9,5.8,44.9,43303
2,47.9,11.6,16,42831
2,47.9,11.6,16,42831
2,47.8,2.8,11.5,64426
5,47.8,5.8,44.9,43303
2,47.8,4,39.1,80169
2,47.8,10.5,56,46779
2,47.8,5.7,27.3,73703
2,47.8,6.4,21.8,59471
3,47.8,10.7,27,52798
2,47.8,6.7,15.3,53960
3,47.7,9.9,20.3,48372
3,47.7,4.9,52.7,64509
2,47.7,8.8,7.6,41262
3,47.6,8,49.3,52166
3,47.6,9.5,42.7,50112
2,47.6,7.1,23.7,53738
3,47.6,10.7,27,52798
3,47.6,7.1,23.7,53738
3,47.6,7.6,11.9,43328
3,47.6,8.8,7.6,41262
2,47.5,15.2,26.7,41869
3,47.5,10.1,27.4,46864
3,47.5,7.1,23.7,53738
2,47.4,7.6,33.1,50748
4,47.4,7.6,50,50122
3,47.4,3.6,27.4,80428
3,47.4,10.7,27,52798
2,47.3,5.6,11.4,64768
3,47.3,8.6,32.3,50531
2,47.3,4.9,52.7,64509
2,47.3,10.7,27,52798
2,47.3,11.1,10.4,46426
3,47.2,11,46,41572
3,47.2,4,39.1,80169
3,47.2,9.5,42.7,50112
3,47.2,4.9,52.7,64509
3,47.1,4,39.1,80169
3,47.1,8.6,35.8,50480
2,47.1,3.4,34.2,69297
2,47.1,10.1,27.4,46864
3,47.1,6,23.3,60044
2,47.1,10.6,26.3,42728
3,47.1,11.6,16,42831
3,47,8.6,32.3,50531
2,46.9,12.7,52.5,44015
3,46.9,4,39.1,80169
3,46.9,4,39.1,80169
4,46.9,8.7,19.3,47758
2,46.9,12.5,55.3,38023
3,46.9,6.8,12.4,44080
2,46.9,15.4,10.9,41701
2,46.9,4.2,11.6,50467
3,46.8,12.7,52.5,44015
1,46.8,10.3,17,60163
2,46.8,8.6,35.8,50480
2,46.8,8,49.3,52166
3,46.8,4.9,52.7,64509
3,46.8,7.4,14.1,62963
3,46.7,8,49.3,52166
3,46.7,8,49.3,52166
1,46.7,10.6,26.3,42728
4,46.6,14.5,63.4,38818
5,46.6,18.7,61.2,38430
3,46.6,3.3,29.4,71920
1,46.6,20.7,55.8,36730
3,46.6,3.4,34.2,69297
3,46.6,6.8,12.4,44080
3,46.6,7.4,14.1,62963
2,46.6,6.7,15.3,53960
2,46.5,3.6,27.4,80428
3,46.5,7.1,23.7,53738
3,46.4,8.6,35.8,50480
2,46.4,8,49.3,52166
3,46.4,5.6,15.9,54012
3,46.3,3.3,29.4,71920
2,46.3,8.6,35.8,50480
4,46.3,9.5,42.7,50112
2,46.3,7.1,23.7,53738
2,46.3,7.1,23.7,53738
2,46.3,7.7,7.3,44756
4,46.2,7.6,50,50122
2,46.2,8.6,56.6,59329
2,46.2,9.9,20.3,48372
3,46.2,4.9,52.7,64509
2,46.2,13.8,6.7,47183
4,46.1,10.1,27.4,46864
2,46.1,5.6,15.9,54012
2,46,10.5,56,46779
3,46,9.9,20.3,48372
2,46,11.6,16,42831
3,45.9,8.6,32.3,50531
2,45.9,7.1,49,42807
3,45.9,9.5,42.7,50112
2,45.9,10.7,27,52798
2,45.9,12.5,17.6,44946
1,45.8,7.6,33.1,50748
2,45.8,4,39.1,80169
3,45.7,8,49.3,52166
2,45.7,8,49.3,52166
3,45.7,9.5,42.7,50112
2,45.7,4,18.6,51491
3,45.7,10.1,27.4,46864
3,45.7,3.4,34.2,69297
3,45.7,6.7,15.3,53960
2,45.6,3.6,27.4,80428
3,45.6,6,23.3,60044
2,45.6,6.7,15.3,53960
3,45.5,12.7,52.5,44015
1,45.5,11.8,60.4,40263
2,45.5,5.7,41.3,48984
2,45.5,8.6,35.8,50480
2,45.5,7.6,11.9,43328
3,45.5,6.7,15.3,53960
3,45.5,10.5,17.9,44502
3,45.4,2.8,11.5,64426
3,45.4,13.4,35.4,51746
2,45.4,10.5,56,46779
2,45.4,10.6,26.3,42728
3,45.4,13.8,6.7,47183
3,45.3,4,39.1,80169
2,45.3,9.9,20.3,48372
2,45.3,13.5,15.8,46342
3,45.3,6.8,12.4,44080
2,45.2,9.2,35.7,57710
3,45.2,4,39.1,80169
2,45.2,10.5,56,46779
2,45.2,6.1,8,50826
3,45.2,9.5,42.7,50112
3,45.2,6.7,15.3,53960
3,45.1,7.6,33.1,50748
1,45.1,13.5,15.8,46342
2,45.1,6,23.3,60044
1,45.1,13.8,6.7,47183
2,45,12.7,52.5,44015
3,45,10.5,56,46779
3,45,8.7,19.3,47758
3,45,9.5,42.7,50112
2,45,9.5,42.7,50112
2,45,7.7,7.3,44756
2,44.9,7.3,31.8,60296
3,44.9,6.1,8,50826
3,44.9,4.9,52.7,64509
2,44.9,4.9,52.7,64509
3,44.9,10.6,26.3,42728
3,44.8,7.3,31.8,60296
3,44.8,10.1,27.4,46864
2,44.7,5.8,44.9,43303
3,44.7,7.3,31.8,60296
2,44.7,10.2,41.4,58956
4,44.7,9.5,42.7,50112
3,44.6,6.9,49.7,36765
2,44.6,4,18.6,51491
1,44.6,5.6,15.9,54012
3,44.6,9.7,8.7,51398
3,44.5,13.9,15.2,49070
3,44.5,10.7,27,52798
2,44.5,6.7,15.3,53960
2,44.4,10.2,41.4,58956
3,44.4,7.3,31.8,60296
3,44.4,10.1,27.4,46864
2,44.4,10.1,27.4,46864
3,44.4,7.1,23.7,53738
2,44.4,6.7,15.3,53960
3,44.3,14.5,63.4,38818
3,44.3,4.9,52.7,64509
2,44.3,5.3,12.5,49138
1,44.2,5.8,44.9,43303
2,44.2,8.3,21.6,53419
2,44.2,4,39.1,80169
2,44.2,13.5,15.8,46342
2,44.2,10.7,27,52798
2,44.2,6.7,15.3,53960
3,44.2,6.7,15.3,53960
2,44.1,6.1,8,50826
2,44,9.4,33.2,50149
3,44,4.9,52.7,64509
2,44,6.7,15.3,53960
3,43.9,7.9,37.6,51225
1,43.9,4.9,15,60801
2,43.9,4.9,52.7,64509
2,43.9,7.6,11.9,43328
2,43.8,8.6,32.3,50531
1,43.8,8.6,35.8,50480
3,43.8,4,18.6,51491
2,43.8,6.7,15.3,53960
3,43.7,3.4,34.2,69297
2,43.7,10.7,27,52798
1,43.6,9.2,35.7,57710
3,43.6,3.4,34.2,69297
4,43.5,6.9,49.7,36765
3,43.5,3.4,34.2,69297
4,43.5,4.9,52.7,64509
3,43.4,8.6,56.6,59329
2,43.4,9.5,42.7,50112
2,43.4,3.4,34.2,69297
2,43.4,10.6,26.3,42728
4,43.3,6.9,49.7,36765
1,43.3,5.6,15.9,54012
2,43.2,11,46,41572
3,43.2,7.3,31.8,60296
2,43.2,4,39.1,80169
2,43.2,15.2,26.7,41869
2,43.2,9.9,20.3,48372
2,43.2,6.7,15.3,53960
2,43.1,8.3,21.6,53419
2,43.1,7.6,11.9,43328
2,43.1,7.7,7.3,44756
2,43.1,5.6,15.9,54012
3,43,21.7,60.7,37233
3,42.9,8.6,32.3,50531
3,42.9,8.6,32.3,50531
2,42.9,6.7,23.9,54900
2,42.9,8,49.3,52166
2,42.9,4.9,52.7,64509
2,42.9,8.8,7.6,41262
4,42.8,13.1,47.5,43569
3,42.8,4,39.1,80169
3,42.8,10.2,41.4,58956
3,42.8,15.2,26.7,41869
3,42.8,10.7,27,52798
2,42.7,8.7,19.3,47758
2,42.6,13.5,15.8,46342
2,42.6,4.9,52.7,64509
2,42.5,5.6,11.4,64768
3,42.5,8.3,21.6,53419
4,42.5,4.9,52.7,64509
1,42.5,4.9,52.7,64509
3,42.4,4.9,52.7,64509
3,42.4,11.1,10.4,46426
3,42.3,9.2,35.7,57710
3,42.3,7.9,37.6,51225
3,42.3,4.9,52.7,64509
2,42.3,7.1,23.7,53738
3,42.3,7.6,11.9,43328
3,42.3,7.6,11.9,43328
3,42.3,8.3,6.2,42878
2,42.2,5.6,11.4,64768
2,42.2,7.9,37.6,51225
3,42.2,4.9,52.7,64509
2,42.2,5.3,12.5,49138
3,42.1,12,33.8,46411
3,42.1,11,46,41572
2,42.1,9.9,20.3,48372
2,42.1,12.5,55.3,38023
2,42.1,4.9,52.7,64509
3,42.1,6,23.3,60044
3,42.1,4.9,52.7,64509
2,42.1,5.3,12.5,49138
2,42.1,12.5,17.6,44946
2,42,4,39.1,80169
3,42,8,49.3,52166
3,42,4.9,52.7,64509
3,42,12.5,17.6,44946
3,42,10.5,17.9,44502
2,41.9,12.7,52.5,44015
2,41.9,11.6,16,42831
4,41.8,14.5,63.4,38818
2,41.8,8,49.3,52166
2,41.8,5.3,12.5,49138
2,41.8,7.1,23.7,53738
2,41.7,4,39.1,80169
3,41.7,3.4,34.2,69297
2,41.7,3.6,27.4,80428
3,41.7,4.9,52.7,64509
1,41.7,13.8,6.7,47183
2,41.6,12.7,52.5,44015
3,41.6,9.9,20.3,48372
2,41.6,9.5,42.7,50112
2,41.6,6.1,8,50826
4,41.6,6.8,12.4,44080
3,41.6,6.7,7.5,43967
2,41.5,7.1,49,42807
3,41.5,3.3,29.4,71920
2,41.5,4.2,11.6,50467
2,41.5,6.7,15.3,53960
2,41.4,7.4,12.3,55052
2,41.4,8,49.3,52166
2,41.3,3.3,29.4,71920
3,41.3,6.8,12.4,44080
2,41.2,14.8,59.5,47892
2,41.2,8.6,35.8,50480
4,41.2,6,23.3,60044
2,41.2,11.1,10.4,46426
2,41.1,5.7,27.3,73703
1,41.1,3.4,34.2,69297
2,41.1,6.7,15.3,53960
2,41,4,39.1,80169
3,41,4,18.6,51491
3,41,3.6,27.4,80428
2,40.9,8,49.3,52166
3,40.9,4.9,52.7,64509
2,40.9,11.6,16,42831
2,40.9,4.2,11.6,50467
2,40.9,13.8,6.7,47183
2,40.8,8.6,35.8,50480
1,40.8,8,49.3,52166
3,40.8,3.4,34.2,69297
1,40.8,4.9,52.7,64509
2,40.8,11.6,16,42831
2,40.7,5.7,27.3,73703
4,40.7,4.9,52.7,64509
3,40.7,4.9,52.7,64509
3,40.7,6.8,12.4,44080
3,40.6,8.6,32.3,50531
4,40.6,9.5,42.7,50112
1,40.6,8.7,19.3,47758
3,40.6,4.9,52.7,64509
3,40.6,6.8,12.4,44080
2,40.6,10.5,17.9,44502
3,40.5,7.6,50,50122
2,40.5,7.1,49,42807
3,40.5,4,39.1,80169
3,40.5,10.1,27.4,46864
4,40.5,4.9,52.7,64509
3,40.4,4,39.1,80169
2,40.4,7.9,37.6,51225
1,40.4,4,18.6,51491
2,40.3,3.3,29.4,71920
2,40.3,9.5,42.7,50112
2,40.3,3.4,34.2,69297
2,40.3,4.9,52.7,64509
2,40.2,4,39.1,80169
2,40.1,8,49.3,52166
3,40.1,8.7,19.3,47758
3,40,15.8,44.7,36976
2,40,4,39.1,80169
3,39.9,4,39.1,80169
2,39.9,10.5,56,46779
2,39.9,4,39.1,80169
2,39.9,3.6,27.4,80428
1,39.8,4,39.1,80169
3,39.8,8.6,56.6,59329
1,39.8,8,49.3,52166
3,39.8,6.7,15.3,53960
2,39.7,8.6,32.3,50531
4,39.7,7.6,50,50122
3,39.7,4,39.1,80169
2,39.7,4,39.1,80169
3,39.7,3.4,34.2,69297
2,39.7,6,23.3,60044
4,39.7,4.9,52.7,64509
3,39.6,4,39.1,80169
2,39.6,6.7,15.3,53960
2,39.5,8.6,32.3,50531
3,39.5,10.2,41.4,58956
2,39.5,6.8,12.4,44080
2,39.4,8.6,35.8,50480
2,39.4,6.7,15.3,53960
2,39.3,6.7,23.9,54900
3,39.3,4,39.1,80169
1,39.3,19.3,74.2,35407
3,39.3,8.6,56.6,59329
2,39.3,5.7,27.3,73703
3,39.3,9.5,42.7,50112
2,39.3,10.7,27,52798
3,39.3,13.8,6.7,47183
2,39.2,7.4,12.3,55052
2,39.2,3.4,34.2,69297
3,39.2,4.9,52.7,64509
3,39.1,8,49.3,52166
2,39.1,9.5,42.7,50112
2,39.1,4,18.6,51491
2,39.1,11.6,16,42831
3,39,4.9,52.7,64509
2,39,11.6,16,42831
3,39,8.8,7.6,41262
1,38.9,7.6,33.1,50748
2,38.9,3.4,34.2,69297
2,38.9,4.9,52.7,64509
3,38.9,4.9,52.7,64509
2,38.9,7.1,23.7,53738
